α₁ f₁ α₂ variance ν μ A ϕ T₀
1.188684169631992305e+00 1.249463048794227128e-02 3.079759946853559249e+00 1.746196324738293407e-02 9.491168224469923587e-01 8.443434480222617999e-01 2.278241138431502943e-01 3.418448799131197813e+00 4.711751327990662617e+02
6.948885838058662667e-01 1.101161201161071287e-02 3.245902287931738073e+00 1.238677447191665476e-02 1.152766091946780591e+00 1.274355382610509846e+00 1.359488076129939105e-01 2.031559573658193951e+00 2.558322751076462680e+02
7.153699959396542241e-02 2.633730210391561737e-03 2.785521620097064499e+00 5.024790207284377669e-02 1.205634118066871263e+00 1.342225799628541827e+00 2.676702503802950717e-01 3.473971640564054386e+00 1.697948779128501258e+02
1.255642329393742873e+00 1.135864860043863875e-02 2.960077909237664340e+00 1.875858360319545420e-02 1.059790089405035607e+00 1.380553438371956654e+00 2.320036612698260503e-01 3.079406120704357708e+00 5.022549396944851310e+02
2.276164015115608175e-01 4.458989756936617560e-03 2.929261870378508714e+00 4.487804811554774176e-02 1.154236802491963809e+00 8.469685454054659557e-01 3.616671400508051915e-01 6.086416771629863831e+00 5.474502458787267187e+02
1.246395123463496013e+00 2.374340966568171465e-02 3.669371121420857307e+00 1.327463414302452495e-02 1.349274580572122684e+00 1.152872445048172434e+00 2.023538623615598608e-01 2.823952890236797852e+00 7.224597053654539422e+02
3.706748757558279150e-01 8.619442209590089804e-03 2.986613247046718822e+00 1.207058825295206222e-02 1.049676056891938547e+00 1.218739348810172540e+00 4.447246556130530215e-01 3.095725890805864911e+00 6.811754651525060353e+02
1.291947235287375095e-01 5.799459843708433060e-04 2.556277431237460096e+00 5.071101520469397522e-02 1.029120958310448586e+00 1.127642541162724887e+00 1.540260629461756015e-01 2.432725302168031956e+00 5.846344407581746054e+02
2.830106722203186154e-01 4.121554016963909807e-03 2.555416911830334037e+00 1.527277939431078042e-02 1.144600421756684527e+00 1.257080867768694210e+00 2.893144136473990158e-01 3.231114442783436846e+00 2.754129697114189526e+02
1.407254710879807025e+00 2.116602204129312825e-02 3.260121365313216835e+00 1.196639582267305935e-02 1.253077311061731924e+00 1.246139844314191780e+00 2.155146885088445874e-01 3.036382394322133749e+00 7.226689193856299198e+02
7.685842334690602407e-01 2.888767135649172434e-03 2.890377631088123067e+00 4.924047890851984688e-02 1.203571735385743580e+00 1.350759357012582429e+00 4.508472433932801948e-01 3.085906586890907022e+00 5.356554658511147409e+02
1.185665163139272060e+00 1.026236097364639430e-02 2.925956186553364979e+00 1.278019031451897540e-02 1.186515124001623844e+00 1.267814454666942092e+00 3.771854490758565492e-01 3.905043414693927240e+00 6.925995924009406508e+02
1.132171016732427482e+00 8.493102351095174404e-03 2.886199444855030549e+00 1.737103059135372898e-02 1.114051095301120453e+00 1.329802333172556583e+00 1.043073264260773042e-01 3.340302281550988184e+00 5.820993613595417173e+02
9.934959580514508559e-01 8.883826166532498778e-03 3.148211997266382234e+00 2.456723483747828146e-02 1.273722452489296941e+00 1.366660616092178593e+00 4.044405573422215072e-01 3.524779300278695793e+00 6.701391082045709027e+02
1.446549370072643725e+00 6.002364152646660553e-03 2.675865124033257825e+00 1.939115039048121963e-02 1.014926598869588803e+00 1.393065284468542275e+00 3.376694572104144143e-01 3.176066100260144243e+00 4.699343526130029431e+02
1.328082312308946911e+00 1.041133189873063095e-02 3.154290531287931909e+00 2.984721215913363132e-02 1.095209510555758214e+00 7.429807389956429864e-01 1.731904447602508057e-01 3.052181345066872442e+00 5.452360094288210348e+02
1.494778242779003286e+00 2.854516965809337017e-02 3.662751881959808831e+00 1.527324520446469124e-02 1.230649020643755698e+00 2.039150096349944263e-01 2.606713474230397121e-01 1.985755426432057602e+00 2.496051189394113976e+02
1.333644068242215708e+00 2.003787958344660849e-02 3.405371318933154257e+00 1.642537442040704204e-02 1.143669276280884439e+00 1.922631189183620748e+00 5.508948821103227811e-01 3.057559188178458509e+00 6.411698522719108269e+02
1.386567429858444278e+00 2.169672712976396245e-02 2.840195676924586188e+00 1.306677118878075278e-02 9.661084615674597753e-01 7.177010408337903824e-01 3.570344753448425057e-01 3.540564660414391440e+00 2.857553024362604219e+02
1.386861685560504487e+00 2.000916817859547253e-02 3.253479185329589463e+00 1.890619557828596142e-02 1.107601234465252160e+00 1.660836074727024325e+00 1.127445021379858831e-01 2.990834873519798265e+00 5.786788183422631846e+02
4.209052172242933043e-01 4.692655001669514790e-03 2.761596328781657839e+00 2.385245619223157545e-02 1.259614654595357708e+00 1.224903513740399186e+00 2.339808565579687971e-01 2.996359861676381353e+00 6.816097345388889153e+02
1.030089849364843158e+00 9.608044374820394170e-04 2.654342129371222825e+00 4.756509757823468992e-02 1.055985397826319838e+00 1.812416145839445214e+00 3.247499997604135769e-01 4.592211880241799271e+00 6.274591596041254888e+02
1.341595288394731522e+00 1.084147537997436767e-02 2.892114144727247371e+00 1.481362080134505238e-02 1.074223377008622471e+00 1.729746160157895840e+00 1.238857099667644984e-01 3.249169121870473909e+00 5.248123990703819572e+02
1.222760767973838369e+00 7.600393209360234437e-03 3.076223391874338020e+00 3.027305475653785036e-02 1.178905605325555106e+00 1.414333465033242865e+00 3.126037698834876477e-01 3.500999714093013360e+00 6.232820280256988781e+02
1.015356438881717560e+00 3.931660566563573091e-04 2.548463958185817280e+00 4.004917669232567479e-02 1.361242247889946411e+00 7.584948765577809171e-01 3.688628631107170874e-01 2.983576505737114637e+00 5.691803221657174845e+02
1.288258913464168209e+00 1.210888834647817942e-02 3.090153148034294084e+00 2.471378537226186223e-02 1.040797147341257167e+00 1.409395048973193454e+00 1.456864832196765325e-01 3.471827238754450651e+00 1.733446745192536014e+02
1.445298619495593684e+00 2.335923907942666702e-02 3.092416053218197902e+00 1.136294206864602724e-02 1.027499381942574619e+00 1.937277460353708625e+00 1.609569712863581359e-01 3.301814882151649755e+00 7.290060890703148289e+02
2.859266368687909399e-01 3.773726648698000515e-03 2.926407492796126775e+00 4.128771878327280875e-02 9.778030801940065242e-01 1.373758945728399850e+00 5.922536070141252995e-02 3.808229362943977847e-01 2.186646305346297083e+02
1.431817786133207537e+00 5.765679447320106420e-03 2.832508549108569085e+00 2.966198901053813258e-02 1.185593802238938066e+00 6.974306859137455739e-01 1.279384113695611336e-01 3.330985789789285834e-01 1.975773399844937046e+02
1.280266169834716639e+00 9.510343513278811042e-03 3.020675634612426386e+00 2.069509422898305889e-02 1.034495852299329499e+00 1.350289636875525501e+00 2.936021579832361894e-01 2.349617158239266868e+00 6.824242811238790409e+02
7.052658919292653650e-01 2.670223975460571039e-03 2.501611097369846437e+00 2.101484482206032386e-02 8.628191981161099644e-01 1.490669025895877464e+00 1.928679718506018659e-01 5.133140521164462733e+00 6.239846405183210436e+02
1.249820719030798610e+00 2.648805022745884339e-03 2.769362039273855824e+00 3.929853520744644446e-02 1.121533415483179086e+00 1.600054421264167637e+00 1.895388439704441541e-01 3.056324363694999935e+00 3.020560653273338971e+02
7.810584664693929202e-01 7.721254813507734578e-03 2.844265626021053706e+00 1.612857830384509944e-02 1.012007426993782655e+00 1.427935403666401815e+00 2.360571310147014101e-01 2.868719664380257051e+00 5.541767502018162759e+02
9.960980468165222534e-01 2.132331277563338096e-03 2.796445623608078801e+00 4.959597808261656526e-02 1.011257867211716066e+00 2.129287290090866591e+00 2.529013201683406042e-01 2.387023483469280283e+00 5.368130676124681031e+02
1.369187468456440682e+00 3.416460192452115512e-03 2.929247699875841882e+00 6.165075797781731370e-02 1.226363646264928331e+00 2.037440423951048629e+00 2.173020867205327500e-01 3.427585740037732975e+00 2.936600738995705910e+02
1.477186694617828699e+00 4.356566869795268880e-03 2.699666538738378918e+00 2.308830698401139955e-02 1.195232473015015451e+00 2.960697434368070535e+00 1.604999241249486230e-01 4.692176047326400479e+00 6.391248363859273240e+02
9.934833266711091682e-01 1.301263270475146346e-02 3.192010465659696372e+00 1.695881621695027527e-02 1.204587373655162885e+00 1.332774518789457074e+00 7.728212596554813463e-02 3.292287549890351883e+00 5.938765838285586369e+02
1.072620949728173567e+00 2.083462244913649591e-03 2.717819775069199917e+00 4.289695864222616700e-02 1.059578400792159814e+00 1.352344406387325781e+00 4.026658802937104764e-01 4.448579118032465196e+00 5.406316215486383499e+02
1.424736211742104963e+00 1.003336218314493031e-02 3.581167831807569701e+00 4.554831212976895305e-02 1.175960080121706941e+00 1.127757133996327488e+00 1.970605293526939972e-01 3.038836876713833401e+00 5.000664130135319283e+02
1.469886931795982621e+00 1.103198302858059317e-02 3.127859942932483150e+00 3.012021450253219226e-02 1.116708396303757622e+00 1.232432062715982823e+00 3.097493308553650460e-01 2.523059528005715535e+00 5.322741418409365224e+02
6.637214334916459180e-01 9.381902133788793535e-03 3.344484657475030431e+00 3.350258612750383475e-02 1.231043154690347752e+00 1.226670478907385231e+00 9.158955725201031739e-02 2.481549211235589691e+00 4.567547317621603611e+02
1.219329360006050411e+00 2.164999696406573471e-02 2.746495757616080002e+00 8.195508618673769119e-03 9.662138576224507114e-01 1.195719721715584161e+00 8.344471891065428915e-02 1.868570492009332007e+00 1.556661678733551355e+02
1.227221381967668723e+00 9.315798145161447233e-03 3.051980841931560384e+00 2.745438456832654736e-02 1.236165429036585550e+00 1.528998662235816486e+00 5.740992527771292264e-02 3.302429954048240024e+00 2.235306087144800813e+02
7.210122839518439131e-01 3.028952804431861521e-03 2.586707933996673869e+00 2.523641863598975396e-02 1.115517798119557202e+00 1.628692150308053810e+00 2.618219730957024871e-01 3.643395163779421075e+00 6.821733149424122757e+02
1.494614968872783667e+00 2.753524215807899925e-02 3.611203238537063154e+00 1.518649057642254205e-02 1.138293237140528102e+00 1.644718076629588799e+00 3.950110214605951353e-01 4.496386166072403157e+00 7.140421921641367362e+02
1.228088383504865266e+00 8.057007239977365814e-03 2.827827919674082757e+00 2.006884678955190085e-02 1.146382058284237448e+00 1.006905638541615966e+00 2.075106091254523277e-01 3.269480245895029835e+00 5.690555113098786251e+02
1.418580984975908343e+00 1.669617826011260062e-02 3.103583654713784057e+00 1.425943945761815219e-02 1.310756021031033836e+00 1.424121205980722893e+00 2.602661937858142815e-01 2.938095969108702299e+00 5.425134181927837744e+02
1.092455285011092680e+00 5.854508265001875933e-03 2.727939026205739026e+00 1.895388609649578324e-02 1.039867841077237953e+00 1.357537420979535892e+00 1.680700741104605156e-01 2.689337085748304101e+00 2.575865894744650291e+02
1.816133623006039866e-01 6.351559473192487475e-04 2.665064307592158066e+00 7.070478499516751059e-02 9.563615345593552419e-01 1.439199825849165171e+00 7.643606225469851134e-01 4.352281999071694329e+00 6.951111699202044747e+02
1.465522515538384418e+00 3.360314395417654532e-02 3.907406786296309331e+00 1.346137122378419579e-02 9.606401726552465936e-01 1.256705353437272521e+00 1.825934243455413497e-01 3.360565908241429423e+00 6.320672685089091374e+02
1.094747422826490624e+00 1.896739727210879339e-03 2.538089195799864584e+00 2.825948071694015656e-02 1.204841910426551976e+00 1.055165491737664496e+00 3.879854296459983587e-01 3.695586936956086976e+00 6.367075950507796733e+02
1.426782450167465965e+00 8.067938369552753175e-03 2.787184738187971966e+00 2.120679809567569199e-02 1.046330222067445748e+00 8.898711632190782206e-01 3.462585919388667666e-01 3.151564444678332411e+00 7.055067544513456141e+02
4.477611510995808120e-01 1.189366074754153683e-03 2.511189194935294466e+00 3.405125517103748528e-02 1.027473599725334141e+00 1.263506832533534130e+00 4.059981275151527402e-01 2.079050490137797524e+00 7.188538677045081613e+02
1.063783946125851809e+00 4.016303488429235030e-04 2.490027374971718999e+00 3.766379969627865060e-02 1.073103100797938581e+00 1.740199120645022024e+00 2.541324294682485441e-01 4.623178828760513004e-01 5.972027310000215721e+02
1.299118640879928455e+00 1.666048181479263743e-02 3.552567368509313539e+00 1.875618557222199362e-02 1.255900602898847529e+00 8.568475228601853955e-01 6.651283482822846482e-02 1.912309696574211904e+00 3.642543180604802160e+02
1.300751854045551381e+00 1.969276881514655381e-02 3.753892594078240386e+00 1.730214360806060087e-02 1.212542978204959043e+00 8.886622649079597425e-01 1.818469424030993431e-01 2.714767012205727248e+00 5.861234715717545214e+02
1.418916284581543064e+00 9.181158502546043002e-03 2.985011589217427819e+00 2.650854749682754127e-02 1.069337772944399356e+00 2.450184217452755497e+00 1.658108278271122060e-01 2.589274707224181959e+00 2.438426685396066773e+02
6.243111189075132295e-01 4.078149099689944330e-03 2.530081371289017333e+00 1.344892879330803100e-02 9.844099523785356798e-01 1.223800224350958255e+00 9.941679555131230361e-02 4.562951845728610678e+00 5.924823206446171753e+02
1.437315778618875939e+00 7.302007065803358538e-03 2.928614446151378115e+00 3.185862449261314677e-02 1.267703810494082983e+00 1.130113165719336399e+00 2.530988461692231795e-01 1.414891119539339437e+00 5.393623605020067089e+02
2.356314242926790259e-01 9.320784333045917811e-04 2.582731109880023190e+00 5.588338612981442327e-02 1.042117097554552174e+00 1.115908970636651620e+00 2.622353284811268503e-01 4.857215283098040182e+00 3.785202303157290089e+02
1.317401854463566835e+00 1.481353291765730509e-02 3.111660106737174303e+00 1.499050826550619130e-02 1.118061702622192177e+00 8.441009743233465201e-01 1.792842082696219086e-01 1.586263225838137503e+00 2.701808972994346618e+02
1.496853965680085885e+00 1.156680961663773301e-02 3.242433648537704549e+00 2.359419000686566528e-02 1.299871371868496439e+00 1.386222535649652476e+00 3.010267509141749676e-01 4.635099930804666535e+00 6.706448301737450493e+02
1.644598480074553892e-01 4.682473905127714029e-04 2.682616131829296702e+00 8.047177915369756185e-02 1.024632474843801822e+00 1.515940125850355313e+00 2.781011599323198191e-01 2.893383823680335976e+00 6.219726073455461801e+02
9.290540075511338758e-01 1.082323159035974546e-03 2.766405142934237560e+00 6.210072895802525028e-02 1.093516078728395069e+00 1.410953814378199889e+00 1.740050573444745785e-01 2.882070317384981095e+00 6.930851429900819767e+02
1.484931937178635808e+00 9.623878034203328311e-03 3.020944026004516836e+00 3.212414350417379383e-02 1.001652138390777713e+00 1.196745809900246371e+00 4.600668215329733468e-01 2.801693316436568715e+00 5.425211539064413273e+02
1.338705672611204545e+00 1.522558586000071629e-02 3.219412049207003967e+00 1.899697818916063971e-02 1.117194228168724823e+00 1.235442429882485316e+00 2.088783762389448129e-01 2.770410417633753397e+00 5.929624826036390459e+02
1.199327347941008926e+00 6.452375401488659803e-03 2.930514255185419081e+00 3.492626204044509824e-02 9.289769370385808633e-01 1.327818228868196559e+00 1.416297151750490757e-01 4.830299722308777355e+00 6.054773917766525528e+02
1.136560912388020039e+00 1.887027390838950935e-02 3.297270351232171048e+00 1.350001316473683870e-02 1.378117794433578736e+00 1.935703490609542499e+00 1.991955059223849134e-01 2.628166853554737337e+00 2.989505407643551393e+02
3.484371383459351490e-01 8.614023241544178705e-04 2.516720584254090287e+00 3.665351369159183109e-02 1.117044140746218162e+00 1.752501738325167757e+00 2.876553141068910469e-01 2.458500766377135438e+00 5.037289203083431062e+02
1.217565297318446982e+00 1.504501491878584146e-02 3.343940463873003921e+00 1.521509175684676064e-02 1.173029057558753419e+00 1.520768409346432870e+00 1.994958265732345581e-01 2.980078834858856052e+00 6.179622059326586623e+02
7.784644934121556226e-01 1.289881911121158221e-03 2.703742584196405563e+00 5.626442221064054117e-02 9.939013447754869723e-01 1.619711546805376434e+00 2.634622445005284086e-01 2.149034431098172604e+00 4.497165126668488710e+02
1.328334818454692590e+00 2.261062014240198398e-02 3.691329613108442764e+00 1.683546096303417672e-02 1.176017372390615989e+00 1.467862066023710721e+00 3.873794301858748956e-02 3.358921208454767715e+00 1.603505469728635831e+02
7.088844554804574205e-01 6.964797363704352878e-04 2.645404545979916477e+00 5.083644070970236295e-02 1.087530053691046605e+00 2.729043349927718243e+00 3.532399189838603681e-01 2.713656307678051327e+00 5.929284791529317999e+02
1.430188681056077105e+00 1.271071173522746699e-02 2.743627281817348607e+00 1.332413627389329898e-02 1.163945606777771813e+00 1.249640415576299679e+00 3.193450481511875827e-01 3.250596785298356384e+00 7.063444076857047094e+02
1.351189768859668794e+00 1.493861154972994827e-02 3.325105587929132245e+00 1.802079888100381957e-02 1.096744458119963239e+00 1.439106271364610112e+00 1.164967564476029893e-01 3.630796619179747609e+00 2.918158983040231078e+02
1.119447816296325504e+00 1.614863468915399974e-02 3.487991177317353753e+00 1.464654961316716984e-02 1.229427849665475136e+00 8.776694685358500392e-01 1.074855885000949585e-01 3.149839075092664142e+00 6.522268317217409503e+02
1.142915529436873356e+00 5.863405943534109703e-03 2.871303401749782047e+00 3.163632120179297319e-02 1.150638580923339704e+00 1.313012647664334231e+00 7.163587577264920458e-01 3.699551357078637359e+00 6.190610565967099319e+02
1.166784790671129279e+00 1.864426396427314517e-02 3.379564109766953539e+00 1.280617742850584731e-02 1.083892224305049057e+00 1.435461303084730744e+00 2.390385248213122982e-01 2.432011361414235573e+00 6.878373855941322290e+02
1.090739271018192458e+00 7.435551550083392344e-03 2.741611196053918675e+00 1.663188353274176398e-02 9.862351046080489736e-01 1.265984435410856035e+00 2.258119152937662633e-01 4.586273493188894435e+00 7.268295379086250705e+02
1.483128177547834881e+00 7.471209673777493357e-03 2.815585823560475376e+00 2.187700277446223002e-02 1.118224284111723810e+00 1.986576511123089084e+00 1.414776667652561659e-01 2.494392865489642119e+00 6.605950478537754407e+02
1.469814994074686965e+00 4.026030529441049222e-02 3.637050474088774354e+00 9.661612088723485134e-03 1.250268115622885423e+00 1.146869875542753769e+00 1.667346728084504182e-01 3.908933835404845958e+00 7.252890904298822079e+02
1.225474234197083678e+00 4.694439761399039207e-03 2.787852153839521563e+00 2.567852412840319204e-02 8.654805461908146036e-01 1.696525372301420420e+00 2.339763298600401609e-01 4.287556748629080872e+00 3.057391055842851415e+02
7.524363663522406487e-01 3.691297895991618640e-03 2.673955796104361404e+00 1.769661274793017311e-02 1.152259037026147626e+00 1.455669964344357137e+00 2.328893519226716002e-01 3.197223772977048295e+00 7.287432346756012294e+02
1.088639885242197902e+00 2.015661973461236722e-03 2.677130310709669558e+00 3.857063831679281157e-02 1.118538589239707060e+00 1.642955136036843955e+00 3.583434635003646812e-02 3.505460238916692450e+00 3.994187480791760549e+02
1.101925251730848654e+00 8.756487183622665982e-03 2.899877301656747175e+00 1.561340245009677080e-02 1.248749121273620366e+00 1.399185865536118456e+00 9.479976318603350327e-02 4.426176925181303012e+00 7.292582250578011553e+02
1.441599409348043981e+00 2.665510479601594651e-02 3.416555299699505888e+00 1.454433499110819455e-02 1.122701106093132228e+00 1.346405208775932838e+00 2.593577559290380918e-01 3.333636894496382563e+00 2.912834226662210995e+02
1.410035984028394918e-01 3.855785702199058477e-03 2.743376180059902580e+00 2.675838062912212767e-02 9.894931097583840041e-01 1.212076886117751995e+00 3.929051989032272263e-01 3.294781067823653320e+00 2.814451916921701127e+02
1.382197923227797665e+00 7.211218057004791654e-03 2.746171734685998622e+00 2.752011144067963502e-02 1.226338346147906933e+00 7.240300186490751244e-01 3.044660370465075427e-01 2.725735356286433042e+00 5.457965015636895032e+02
9.811177262554451328e-01 4.426710765582445896e-03 2.908977829871917553e+00 3.579421081083368483e-02 1.218006451153951897e+00 1.391243185465973697e+00 5.940039608585080400e-01 1.362740215877423111e+00 6.676768369811074990e+02
8.248357667131103188e-01 7.631026484669939554e-03 2.935916969851732006e+00 1.658152918705252041e-02 1.101491893443582226e+00 1.251294513042219503e+00 2.942746578711509797e-01 2.910620081652651958e+00 2.590264368728994100e+02
1.364191491326347538e+00 1.189979115587770468e-02 2.956467035182576808e+00 2.034578250914797354e-02 1.196464471629909321e+00 1.894318263203815356e+00 7.889539144328404363e-02 4.204071140690111008e+00 6.371100820109023743e+02
1.225535131040133230e+00 1.168884154138818444e-02 2.870631763237933676e+00 1.221019128806319701e-02 1.136795024489639871e+00 8.273642317615059749e-01 2.565822140715536825e-01 2.437883237130912928e+00 5.138646653476415622e+02
9.811686257471984307e-01 1.182892504460613010e-02 3.303002470683351621e+00 1.399306466952672176e-02 1.169745987401387799e+00 1.276552087084051879e+00 1.816916038680404244e-01 4.230868157783830519e+00 7.265050617489023352e+02
8.517075301494929640e-01 9.274711535621503466e-03 3.200105334447689742e+00 2.028131243616699761e-02 1.180744663387415017e+00 1.181528394999160403e+00 1.413510213305891883e-01 3.511718298241522263e+00 4.701639529578015981e+02
1.323973477162715962e-01 2.229598971419691385e-03 2.468492744758762569e+00 2.231767224092022495e-02 1.022684461466074612e+00 1.412348297731234270e+00 1.948246798657620182e-01 4.068261529843092639e+00 5.649466813156782337e+02
3.188941372073852976e-01 3.957394451092425061e-03 2.670175274408742805e+00 1.839390559155176796e-02 1.200092840339507694e+00 1.181208034737539769e+00 3.036095227035984223e-01 2.848761568587167670e+00 5.546444233757606526e+02
1.418557660484877969e+00 9.975376472303178546e-03 2.723732145460205700e+00 1.704352899911575417e-02 9.175394211651165532e-01 1.073133189441042967e+00 3.749701496563255798e-01 3.278743902481798589e+00 4.877692906604880250e+02
1.120810053255029581e+00 1.443972175397859221e-02 3.229500857312316064e+00 1.476408686515859672e-02 1.350526359739757654e+00 8.908178631961825023e-01 2.105716172194641300e-01 5.020851188020968081e+00 6.960363848026472624e+02
1.199997109090961356e+00 2.138139700242120550e-02 3.815058179684704065e+00 1.493585466550808108e-02 1.126948438925726492e+00 1.761577944045544131e+00 1.918246355408691761e-01 2.409454274087580838e+00 6.877946293437362328e+02
1.463819689638015564e+00 2.656414344093385033e-02 3.474232920110151834e+00 1.384135620219340349e-02 1.093823853038787375e+00 1.366036711195222075e+00 2.882941239050145765e-01 4.590568214784314094e+00 5.748817430432621904e+02
4.578065969046679617e-01 1.279017255583042708e-03 2.669652790002384091e+00 5.246186401514339737e-02 1.131777260534924556e+00 1.121256185045984788e+00 2.501265457977098761e-01 1.637587992322870889e+00 5.611374345151161833e+02
1.073469499551003681e+00 2.665888095008667538e-03 2.904700562916421980e+00 5.458950404417011598e-02 1.161438512596343564e+00 1.842597864702737898e+00 1.919270959431697843e-01 4.222465515679251880e+00 6.501786495150529390e+02
2.337540203800591021e-01 5.282090651308515503e-03 2.962005313685997177e+00 2.325320192955598539e-02 1.127216749761365877e+00 1.261827959204518734e+00 6.902569191587773489e-02 1.365052155902097830e+00 2.338409852910829727e+02
1.219815413854843378e-01 3.709653127814007897e-03 2.736510955544252610e+00 2.442618698572028568e-02 8.454815909323704082e-01 1.393607523554040162e+00 1.689948196257708979e-01 2.453428654700845701e+00 4.683206610702925445e+02
8.668740617110370916e-01 7.068597956479094960e-03 2.802649531842067887e+00 1.847523066629860530e-02 1.046306740182518125e+00 1.281369979698065320e+00 1.801661744629444173e-01 3.116875358200579260e+00 6.100680723648118828e+02
2.370808944585106603e-01 3.689295492460275671e-03 3.002267229805905657e+00 4.082158880715580640e-02 1.229230783000581750e+00 1.052010549629021963e+00 4.435523575793562934e-01 3.698158226892007683e+00 5.788219970886830197e+02
5.080154739015629861e-01 2.391973864086606016e-03 2.840228185686907381e+00 4.448720738538258779e-02 1.350731509015091092e+00 1.766625184146022765e+00 1.591730413002438171e-01 5.797677167736393855e+00 6.130952898324489979e+02
6.454335381028561969e-01 2.666529844744846070e-03 2.567949417966310932e+00 2.617982253996552211e-02 1.165543577409305920e+00 1.388715692869025409e+00 2.674892299125511408e-01 4.386818694340555602e+00 5.326916927277403602e+02
1.744853056733463026e-01 8.139236121922832287e-03 3.166693233184180833e+00 1.639638225918990319e-02 1.081942103253030751e+00 1.169679054067420898e+00 4.287908551348688646e-01 3.381293100610391456e+00 6.879085863404915244e+02
1.344623292241832635e+00 1.799557227596638997e-02 3.452898572355920237e+00 1.971618470295634015e-02 1.250729859639245767e+00 1.856143498788264123e+00 2.550329743685374184e-02 1.904276622483646264e+00 1.200027331079131727e+02
1.119575875250942154e+00 1.755350976826363513e-02 3.402395347756885791e+00 1.402479471563489177e-02 1.108995294283778410e+00 1.059659080775170237e+00 3.907059122955077179e-01 3.076728639568940604e+00 7.068203386821246568e+02
1.437364381294325089e+00 3.981355955646936201e-02 3.839925562717287466e+00 8.241764707551167343e-03 1.242612219581774147e+00 1.409650356169501739e+00 4.125372273629738795e-01 3.267160571690920001e+00 7.279190355705358115e+02
1.256023443073968293e+00 2.699641566208099697e-02 3.871355971523506412e+00 1.446505258891424284e-02 1.092552727746597840e+00 1.391062794402533331e+00 1.781327648421950072e-01 2.695876836371401186e+00 5.622334532475537117e+02
1.491780509286924961e+00 9.728986474702664561e-03 2.790622994260265166e+00 2.422030872126923126e-02 9.320042606255548590e-01 1.411573961526466192e+00 1.210899310598849005e-01 3.039717984405564621e+00 3.148097416252578000e+02
4.656194305581001780e-02 4.046035918274105102e-03 2.727769936604471646e+00 1.726862580295212418e-02 1.084359961819359119e+00 1.113125177470148053e+00 2.370143724617962966e-01 1.779493903027510981e+00 2.346266957697747273e+02
1.022258518401985894e+00 6.709556050946281248e-03 3.104834259854089673e+00 2.805078388786866328e-02 1.201835846022496268e+00 1.678981228467321341e+00 1.076833981984313265e-01 3.858463578195862720e+00 3.108119464638085105e+02
7.897484859809521529e-01 8.188435411793057103e-03 2.848627435960911836e+00 1.518924832994194597e-02 1.157303038645282722e+00 1.356277334553857461e+00 2.436948786894340413e-01 3.253583098389024819e+00 2.742356169658764884e+02
9.300779641191945224e-01 6.035079307831021575e-03 3.059803204896513140e+00 3.521211685242826850e-02 1.139527094986834355e+00 1.216028143987158305e+00 1.900696518980129757e-01 3.750466841087281900e+00 6.218135756070695379e+02
9.206811346402297147e-01 1.178187049248935470e-02 3.056642382383545353e+00 1.026661735701959663e-02 1.182030781931856067e+00 9.910420668226562757e-01 3.477635157255365428e-01 3.030689123176045996e+00 6.669467405610286050e+02
1.352461600182268464e+00 2.327653702439130834e-02 3.476685371652326495e+00 1.613251126426506338e-02 1.028204001033196091e+00 1.178521390580998363e+00 3.101795414763454106e-01 2.801358470299939896e+00 7.019192570357066643e+02
1.196233389617746390e+00 2.954707805552371329e-04 2.593294590944322575e+00 4.646647599283666025e-02 1.009023882201795397e+00 1.229967004819608967e+00 3.011074833679047713e-01 3.529050588389192722e+00 7.017477521765811161e+02
9.641533278252890637e-01 6.948715088832746120e-03 2.881618580962251208e+00 2.014603240253137403e-02 1.217792280893015056e+00 1.336264197656677366e+00 2.925646170567109405e-01 3.410161466329131308e+00 5.167317359201678073e+02
1.379413073430688197e+00 1.373964531675422700e-02 3.410895233625286238e+00 2.509919821643690277e-02 1.193903238282620682e+00 1.180171971404995857e+00 2.046230955778798599e-01 4.284105881487131562e+00 3.354018786086007822e+02
1.341204940866426609e+00 2.086667449992013826e-02 3.163765201266936167e+00 1.305156569349741509e-02 1.005888977961359565e+00 8.429733147497980861e-01 2.088587853530848304e-01 3.168002655023087755e+00 2.750938520123460194e+02
7.653873346873176775e-01 5.261038872176540190e-03 2.708549467431310198e+00 1.752478691158264323e-02 1.171006318119522494e+00 1.137972813569369190e+00 2.759359475239892001e-01 2.632982740602861860e+00 7.293534206798581181e+02
3.544860498999501397e-01 1.857538623827128350e-03 2.730145934323476187e+00 5.275180384281730889e-02 1.102319705537980088e+00 1.135424802999954963e+00 3.494322217672449771e-01 1.857631452179703713e+00 7.251269380415229762e+02
1.460906912453644457e+00 3.642162657866150621e-02 3.870728066681145663e+00 1.064698772997788034e-02 1.172182801754453108e+00 2.039332609914695560e+00 1.205768055087878543e-01 3.073191694754703107e+00 6.293159997706234208e+02
1.267191809302190109e+00 8.355396091675102582e-03 2.894624273170583351e+00 1.849464221309475923e-02 1.070158832218871536e+00 1.123249863028588535e+00 2.785336429636333655e-01 1.764030120431878457e+00 4.868141427161481829e+02
1.301953641614768342e+00 8.318597693403663104e-03 3.135241287022756840e+00 3.178129977146639668e-02 1.207913784829674819e+00 1.905282454472283504e+00 3.525714336531459575e-02 3.784154004753124578e+00 5.247273694399141277e+02
