logz logzerr logvol nlive logl logwt insert_order
-1.840755245732783294e+02 3.842998765930822902e+00 -3.200000000000002287e-01 4.000000000000000000e+02 -1.718827565647262077e+02 -1.781954708514175252e+02 8.500000000000000611e-02
-1.781926801140121484e+02 4.582146271095504986e+00 -3.225000000000002309e-01 4.000000000000000000e+02 -1.685793717907497467e+02 -1.748945860774410619e+02 5.899999999999999689e-01
-1.748582989588363148e+02 5.479547040756036935e+00 -3.250000000000002331e-01 4.000000000000000000e+02 -1.666021461980658955e+02 -1.729198604847572085e+02 6.500000000000000222e-01
-1.727853920740726892e+02 5.371634764994913880e+00 -3.275000000000002354e-01 4.000000000000000000e+02 -1.633957499499821324e+02 -1.697159642366734431e+02 1.554999999999999938e+00
-1.696705629292399067e+02 4.093914620520281211e+00 -3.300000000000002376e-01 4.000000000000000000e+02 -1.633281085966617638e+02 -1.696508228833530723e+02 1.314999999999999947e+00
-1.689674970178509170e+02 3.814744359373198446e+00 -3.325000000000002398e-01 4.000000000000000000e+02 -1.601734931483512980e+02 -1.664987074350426042e+02 1.175000000000000044e+00
-1.664174156887054039e+02 1.628313109144879922e+00 -3.350000000000002420e-01 4.000000000000000000e+02 -1.580042840193156337e+02 -1.643319983060069376e+02 3.900000000000000133e-01
-1.642148774919258187e+02 2.195837714946985653e+00 -3.375000000000002442e-01 4.000000000000000000e+02 -1.401279995688878159e+02 -1.464582138555791175e+02 6.350000000000000089e-01
-1.464582138361533055e+02 9.664477168905015958e+00 -3.400000000000002465e-01 4.000000000000000000e+02 -1.366005085358152655e+02 -1.429332228225065649e+02 1.695000000000000062e+00
-1.429041961307090958e+02 1.037326317374852280e+01 -3.425000000000002487e-01 4.000000000000000000e+02 -1.359825442466220977e+02 -1.423177585333134232e+02 1.679999999999999938e+00
-1.418754437622571913e+02 8.778107884692914809e+00 -3.450000000000002509e-01 4.000000000000000000e+02 -1.327447453416266399e+02 -1.390824596283179631e+02 1.284999999999999920e+00
-1.390230232905902881e+02 7.071106810655143349e+00 -3.475000000000002531e-01 4.000000000000000000e+02 -1.288608839640603492e+02 -1.352010982507516701e+02 1.034999999999999920e+00
-1.351794486736397118e+02 2.080369051831126637e+00 -3.500000000000002554e-01 4.000000000000000000e+02 -1.286205065079837198e+02 -1.349632207946750384e+02 1.324999999999999956e+00
-1.343723545916074045e+02 1.886065691063789407e+00 -3.525000000000002576e-01 4.000000000000000000e+02 -1.253094767390977040e+02 -1.316546910257890204e+02 1.844999999999999973e+00
-1.315907506400014313e+02 2.338383600523323391e+00 -3.550000000000002598e-01 4.000000000000000000e+02 -1.199026410243361624e+02 -1.262503553110274765e+02 7.249999999999999778e-01
-1.262455727903941067e+02 2.797409911404076688e+00 -3.575000000000002620e-01 4.000000000000000000e+02 -1.180484415030786067e+02 -1.243986557897699186e+02 5.300000000000000266e-01
-1.242522009242498200e+02 1.704984852339183288e+00 -3.600000000000002642e-01 4.000000000000000000e+02 -1.173626178441630401e+02 -1.237153321308543497e+02 6.300000000000000044e-01
-1.232550153824977173e+02 1.577809885993965988e+00 -3.625000000000002665e-01 4.000000000000000000e+02 -1.169828833113070061e+02 -1.233380975979983134e+02 1.650000000000000078e-01
-1.226025467259169517e+02 1.225154196607692425e+00 -3.650000000000002687e-01 4.000000000000000000e+02 -1.142991304700737913e+02 -1.206568447567651106e+02 1.060000000000000053e+00
-1.205232873392824331e+02 9.795992863272798834e-01 -3.675000000000002709e-01 4.000000000000000000e+02 -1.091623356551622237e+02 -1.155225499418535406e+02 1.044999999999999929e+00
-1.155158395268484668e+02 2.945886356612849699e+00 -3.700000000000002731e-01 4.000000000000000000e+02 -1.059793503114878206e+02 -1.123420645981791353e+02 5.200000000000000178e-01
-1.123010710955972513e+02 2.428897585443563045e+00 -3.725000000000002753e-01 4.000000000000000000e+02 -1.045099955273235253e+02 -1.108752098140148377e+02 4.400000000000000022e-01
-1.106598553938715099e+02 2.012536856854261647e+00 -3.750000000000002776e-01 4.000000000000000000e+02 -9.950870471377868398e+01 -1.058764190004699941e+02 3.499999999999999778e-01
-1.058680866148850157e+02 2.924101040599978329e+00 -3.775000000000002798e-01 4.000000000000000000e+02 -9.753484925949115336e+01 -1.039050635461824612e+02 6.750000000000000444e-01
-1.037736553215517290e+02 3.506155578813647811e+00 -3.800000000000002820e-01 4.000000000000000000e+02 -9.210884198266133183e+01 -9.848155626935263740e+01 1.425000000000000044e+00
-9.847653769504847787e+01 5.816130081876071500e+00 -3.825000000000002842e-01 4.000000000000000000e+02 -9.083002660078938106e+01 -9.720524088748069858e+01 7.349999999999999867e-01
-9.695801550655966139e+01 3.818427167933576172e+00 -3.850000000000002864e-01 4.000000000000000000e+02 -8.955491079494129281e+01 -9.593262508163260804e+01 1.429999999999999938e+00
-9.562612880428336837e+01 1.236938815545927550e+00 -3.875000000000002887e-01 4.000000000000000000e+02 -8.686015388559002304e+01 -9.324036817228133600e+01 1.169999999999999929e+00
-9.315233993211744234e+01 2.121061246364569275e+00 -3.900000000000002909e-01 4.000000000000000000e+02 -8.582155931676757632e+01 -9.220427360345888701e+01 1.870000000000000107e+00
-9.187677754893287840e+01 2.698273480418011072e+00 -3.925000000000002931e-01 4.000000000000000000e+02 -8.323418616463806075e+01 -8.961940045132936916e+01 1.250000000000000000e-01
